year,transported,tag_id,esu,migration_year,bon,tda,jda,mcn
2009,,3D9.257C5AADF4,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26B06CB,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C31C0DD,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A2A50,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26B408E,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25D78D3,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C31568F,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A7DAE,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A4208,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A5D2D,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C603C55,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A5AAD,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C6489,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62DF36,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5B42E1,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C65F27F,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25D50EA,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A25CB,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AE386,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C4D691C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C634C28,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62F159,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C4D6A79,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C6196E9,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C636048,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C59FA9A,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C630C01,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C070C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C6306BD,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A1B15,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26B312C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5CB0B8,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5B5349,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C315931,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5B4859,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C621E1B,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DA7F7,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5FF863,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C31B7ED,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C59F380,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A2C80,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C4CDDF1,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DF314,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF25FF5FD,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25E4017,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26DE37C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5CA051,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5BF97B,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FEF5C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AF606,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C4D8E53,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A2AB1,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C62D28C,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5D4956,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5CAFF2,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C59F02F,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5D14EB,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C314C70,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5ADEE7,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26DE6B2,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1A9C1C3,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5BF2FD,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A2CAB,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C61C3F6,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C63411C,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C600A66,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DDC22,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C6AA3,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5D3782,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26DD773,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A2632,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C6037AE,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26D79FF,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A9B54,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C63141A,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FCF46,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C59FB95,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C60026F,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C4D8E11,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FEDAF,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5B6CCA,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62B638,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A4100,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5ADEDB,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5B05D8,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25D3945,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A9462,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C602175,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A7FF9,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C4C38B8,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26B37FE,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5FF790,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62CE4C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5B0356,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A1B34,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A88A3,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C654346,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AE355,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AE5D7,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62DDE3,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C4D5E4D,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C31C4C6,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26E0040,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C3157BF,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C08D9,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1CEBEA3,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5CBB7E,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AD2A6,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C602B91,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C5894,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26B1472,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5AA011,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C62BABF,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26D3527,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C63504B,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A386D,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5BFF32,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5B1BBC,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5F4B70,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26D4307,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FEB8A,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25D57FF,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1CEF15B,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C2DE8B4,UC_Sthd,2007,1,0,0,0
2009,,3D9.1C2C3232BC,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C652913,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C319E25,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FBC4A,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C634348,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1CED788,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25D6FEB,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1A656EB,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DADEC,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DBC89,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5C7719,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF2628F85,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26DB4A0,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF26AF7EC,UC_Sthd,2007,1,0,0,0
2009,,3D9.1BF1AFAA34,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A7A9B,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26B2C2C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AF772,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A4E1B,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DD736,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26D819C,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A79A4,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A9705,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C2D6F12,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5A7D9F,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5F5C52,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5AAE59,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AA4A6,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C64DBB4,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C61AC21,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF1CE1DE5,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5CC573,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C6357C4,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DD020,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5AD130,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5C656A,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5D1A4D,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26B4761,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF25FEDFD,UC_Sthd,2007,1,0,0,0
2009,,3D9.257C5C0551,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF2602B69,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26E0D5C,UC_Sthd,2007,1,0,0,1
2009,,3D9.1C2C30E243,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DA167,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DB858,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C651758,UC_Sthd,2007,1,0,0,1
2009,,3D9.1BF26DB6E9,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5F3337,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C63593C,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5A9A65,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C5BFD3A,UC_Sthd,2007,1,0,0,1
2009,,3D9.257C634568,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF25F7DD4,UC_Sthd,2006,1,0,0,1
2010,,3D9.1BF25D5390,UC_Sthd,2006,1,0,0,1
2010,,3D9.1BF2631A0A,UC_Sthd,2006,1,0,0,1
2010,,3D9.1BF2014035,UC_Sthd,2006,1,0,0,0
2010,,3D9.1C2C2D4756,UC_Sthd,2006,1,0,0,1
2010,,3D9.1BF26DFD14,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26DC841,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26D4609,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26D88C0,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2D89D0,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C31BD8F,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2D47E7,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C315066,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26D8869,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26DFF6B,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26B34D4,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B110D,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26D4B7C,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B2A2D,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26D93AF,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C31592C,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2CCFE2,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2D7051,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26DAC06,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B1CF2,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C30EE9C,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C314D9F,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26D9141,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26DDADD,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF2604717,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B48F2,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26DEBE0,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26E047A,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C3220E4,UC_Sthd,2007,1,0,0,0
2010,,3D9.1C2C314E46,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26DC3E0,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26DE5EB,UC_Sthd,2007,1,0,0,1
2010,,3D9.257C5A01FB,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2DB108,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26D81AD,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26E02D3,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B5156,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B0DF6,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26DA026,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF26B24D9,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF26AF786,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF25D57FF,UC_Sthd,2007,1,0,0,0
2010,,3D9.1C2C31BE87,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2DAA53,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C2DAE5C,UC_Sthd,2007,1,0,0,0
2010,,3D9.1BF1BF5DF6,UC_Sthd,2007,1,0,0,1
2010,,3D9.1BF1C64840,UC_Sthd,2007,1,0,0,1
2010,,3D9.1C2C4F92B9,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C59498F,UC_Sthd,2008,1,0,0,1
2010,,3D9.257C602EAB,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C502EEF,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C420649,UC_Sthd,2008,1,0,0,0
2010,,3D9.1C2C504895,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C4FBE56,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C508C41,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C2DAFE8,UC_Sthd,2008,1,0,0,0
2010,,3D9.1C2C5707D1,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C50EFC7,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C4FFBBD,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C512CA9,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C5155C7,UC_Sthd,2008,1,0,0,1
2010,,3D9.1C2C4F870E,UC_Sthd,2008,1,0,0,1
